,textID,text,selected_text,sentiment
21301,3bd28edff2,... Money money money...      http://twitpic.com/664uz,... Money money money...      http://twitpic.com/664,neutral
21316,90e86fb530," OMJ I loved it....it was a good laugh and Frankie did a great job, and you guys did too ~Agnes",".it was a good laugh and Frankie did a great job,",positive
21331,e93cfe47d2, i`m watchign the garden from the window...far too hot for me,.far too hot for me,negative
21339,9dd55e8b0e,How are YOU convinced that I have always wanted you? What signals did I give off...**** I think I just lost another friend,I think I just lost an,negative
21349,d98f5b5861,@_writersblock_ I`m sure you are.    Toasties wasn`t far behind.,I`m sure you are.    Toasties wasn`t far behin,neutral
21356,4b7c1a5368," Hmmm...chinese delivery it is. Altho, how will I order? I CAN`T TALK!",? I CAN`T TALK!,negative
21365,e977a4ce08, road trip ftw  am playing with trains today so it`s all good here,l good,positive
21369,3bcc340f8a, ooo thanks for the danger radio link  loves it...how did the test go?,ooo thanks for the danger radio link  loves it..,positive
21376,eaf2942ee8, bud light?!?!?!  up in Massachusetts and no Boston Lager?  Guess I won`t catch the next flight   njoy!,ht?,positive
21399,ee5199c41f,doing some DIY- I`m dying mg clothes black again...save some money,save,positive
21410,ea356b62fe, no    I kind of miss my first main.   Male Tauren Shaman named Icewater stuck at 61.  Maybe I`ll fetch him one day.,of mis,negative
21413,434d8e5647,"  It is so unfair, Hustlaball, US citizens working here, Personal Appearances Expectations, Prowler, can I do that there?",o unfair,negative
21418,4e93939f99,??? weekend standby duty??????????????????????????????????????????????????,weekend standby duty??,neutral
21420,b2215eb91b,"Holy cow! Archie Andrews finally marries Veronica Lodge.This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad","This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad",negative
21428,7a120a7055, ) I can relate to the frustration.I ruined my wp blog many times during updates.They warn you a few times.'back the ^$!@# up',frustration.,negative
21435,4021602408,"Morning folks! Light tweeting today (`Hurrah!` from the crowd!) `cos I`ve a busy Friday. Me inside, sunshine out.",Hurrah!`,positive
21447,e07b4a40d1, SO jealous...see if you can get some Dallas concert tix out of her...it`s all sold out!!,jealous.,negative
21452,63999dcc74, I remember the show... I don`t remember the hiccups...,I remember the show... I don`t remember the hiccups.,neutral
21455,a5c4a4bf53," he was soooo great!!! loved him! He was so good live, haha it poured on us though... makes it that much better!",s soooo great!!!,positive
21468,99a6f64891,sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!,good,positive
21470,65c651848d, I thimk you were working on those muscles we love so much.,e love so much.,positive
21474,4e062b78f4,GREG D: You should have cried too :L You could have got through!!   I still love you Greg. #BGT,l love,positive
21486,ff149bbfc8,ugh... dunno why im just not in the best of moods... how do i know if i have allergies? meh...,dunno why im just not in the best of moods..,negative
21495,0d0959690c," Were you able to watch it online?!  I hope you were!  And yeah, Belinda Jensen was really good","h, Belinda Jensen was really goo",positive
21501,044cb7f490,  ok Cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethug 4 ya,w sweetie....tweethug 4 ya,positive
21517,3e8b248333, morning Newt...hope you are well!,..hope you are well!,positive
21530,a80e2385d7," Oh man, that sux... price u pay for being on the org chart (and responsible, and stuff...)",sux.,negative
21534,c7ba1b3f17,  Your such a riot!!    You go girl!!,a riot,negative
21539,142f9472fc,Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    **** it like Andrea said! Haha,fo,negative
21546,774621eb43, i wish i  would in california.....i m so sad,o sad,negative
21547,83cdebaa92," Whats with you though, you sound a bit down yourself.. not your boiler again is it",you sound a bit down yourself.,negative
21553,7c939a446b, yeah I know. I need to get back into twittering. Just haven`t felt it.  but yes. Thank god for txtin. I would miss ya more,s. Thank god for txtin. I would miss ya more,neutral
21556,461d51d64e, I guess  cant request  the same song though,I guess  cant request  the same song thoug,neutral
21564,1968e10eb5,seniors done  5 more days!! woohoo!! going out for the night.,woohoo!,positive
21569,2aaec29d9e, i bet they did  some people have no ideia or standards  have a lovely time the pair of you,i bet they did  some people have no ideia or standards  have a lovely time the pair of yo,neutral
21579,2f0047bcad, I did laundry tonight too.  Guess I can admit that now that you paved the way.,w that you paved the way.,positive
21593,bcd6416ad7, too late  I`m already on the bus goin home  what the he`ll u talkin about drinkin tea????,too late  I`m already on the bus goin home  what the he`ll u talkin about drinkin te,negative
21595,7965aca124,EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN`T THAT DOE`T WORK AT ME I`M #FRUSTRADED :@,FRUSTRADED,negative
21599,932a24c498, No worries..  Going to ABP right now. Want something?,No worries.,positive
21603,dc582b9f85," YAY!! that`s so cool  aww that woulda been sweet, no worries though! I`m just glad you had fun!!",! I`m just glad,positive
21632,933e0c5446,Morning tweeple! I`m a bit sneezy today,sneezy to,negative
21643,ba33e6afea,"So, what`s so great bout your so called `wonderful love life`?  For god sake, W-A-T-E-V-A!",wonderful,positive
21690,ff6890afa3,traveling to L.a today to see grandpa in hospital..Yet another road block to cross fro my family,Yet another road block to cross fro my family,negative
21713,f48f12037d,oh i hate the rain... and septa... and leaving my dog,oh i hate the rain..,negative
21726,bf2aee912b, Did you see my message mandingo jr.!!..lol. I hope its music i`ll like.,.lol. I hope its music i`ll like.,positive
21732,d208edf4bf, me too i hate revision,o i hate revision,negative
21737,8891d08a8c, Ben and Jerry...yummmmy!!!,.yummmmy!,positive
21738,78dfe74caa,"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber","o unconditonally love,",positive
21744,b8ce6ae28f, the pictures tells me me that u were surrounded by adorable children!  hehe,y adorable children!,positive
21755,b78fbfb8bc,can`t tell you how thrilled I am to have just had a nosebleed.  first time in ages.  overjoyed doesn`t cover it.  urgh,can`t tell you how thrilled I am to have just had a nosebleed.  first time in ages.  overjoyed doesn`t cover it.  urg,negative
21773,ac450a818c, i got a messgae but it didnt work cause i have a text saver not like money credit  im sad now. wat do i do?? xoxo,m sad,negative
21782,fb63ff9083, so I`ve organised a day of indulgence & luxury for her. A pamper day  fingers crossed she likes the surprise..,e likes the surprise..,positive
21800,da35fed5bc,  Great!  I was hoping to run under 40mins and ended up doing 39:07  Woo hoo!  Gotta love the C25k,07  Woo hoo!  Gotta,positive
21807,4d727a948d," yeah, I was always changing my hair color in High School.  I`ve pretty much worn everything LOL. Some good, some baaaaaaaad",". Some good, some baaaaaaaad",neutral
21829,77a409775e,"wooo am recovering from running race for life yest!!! i managed 36 mins 44secs, not bad for absolutley no trianing",not bad fo,positive
21839,a4b68179df, Thxx!! I was in the bathroom when you said it..,Thxx!,positive
21848,4f251f1013,Ken Wilber - Realistic Expectation of Integral Wisdom: http://tinyurl.com/clfzdx ...very interesting.  I don`t mind the video quality.,very interesting.,positive
21862,dd22639f70,  no way! **** that sucks B!  are you ok?,no way! **** that sucks B!  are you ok,negative
21875,f066d9b97e," Sure you will tweet about this when you`re back, but news is abuzz about TR Knight`s leaving 'confirmed' today.  Muy triste.",Muy triste,negative
21876,c18f679ceb,moving back home today. pro: obnoxiously closer to  con: no more mpls runs/excursions for at least a year.,obnoxiously cl,negative
21893,eda8f2cf40, it`s not sooo noticable it depends on how you look at it...but I know it`s there and now my iPod isn`t perfect,d isn`t perfect,negative
21915,cfa97e4a0d,"  Blushing, blushing & once again blushing!",Blushing,positive
21923,f9b6c4fe2e, Yep...sadly I only had 10 min before a meeting!,.sadly,negative
21926,da765474e0, No html converter on there   Think we`re going with  http://bit.ly/3pJNC  `cause it took 5 min. to get working.,No html converter on there   Think we`re going with  http://bit.ly/3pJNC  `cause it took 5 min. to get workin,neutral
21931,130945d03c, SO DO I!!   My jet is in the repair shop...lol,op...lo,positive
21958,14961a38ce, idk if i could.  it would cost me soo much there.,d cost,negative
21967,9d786a1526,Happy Mother`s day; God bless you & all mother`s worldwide; mother nature...  technology emotion in motion...,Happy Mo,positive
21970,09227d0ba4, Yoko Ono - Ben Lee  - ? http://lala.com/zAd It`s easy.,s easy,positive
21973,0effd702f1,having my brecky. Good Morning  x,Good Mo,positive
21982,a88287bbda,"  i`m sorry people are so rude to you, isaac, they should get some manners and know better than to be so lewd!",m sorry,negative
22002,36a30f20e3," Oh let me clarify,know lots of nice people who live there, but thought it always was a breeding ground 4 BNP","w lots of nice people who live there, but thought it always was a breeding ground",neutral
22029,af99e996db,_north27 http://twitpic.com/4jcjr - Mmm yummy... looks like an invitation to me,yummy..,positive
22031,7484e0c885, iknowww! Not many people know about it tho. So I like to keep it my little secret,. So I like to keep it my little secret,positive
22034,e8c940f9e3,  its awful. Xxxx,its awful,negative
22035,1122a28c9f,"me and my friends are just sitting here and searching for pictures on google   haha, my friend found pictures of her father! haha",! haha,positive
22044,a463952ca8,", OR write a CMS that uses git for versioning  check out rails-git.  I`d be interested in working on something like that.",e interested,positive
22051,e6f5e9817d, oo noo thats not good,s not good,negative
22068,dca6000c38," great!!  i`ve gpt tp put the lyrics in, finsih the background, then go over some writing, and then done!!",great!,positive
22073,353704b220,Luking for new background pic......,Luking for new background pic..,neutral
22099,86db39ca57," Ooooh, boo!  We only see each other at the bar (at `s well) or miss each other! I`ll make a pt of stopping by! ;)",r miss,negative
22117,079da73fd1,another fun night!!  chilled wit my homie @ green turtle n the park....good times...good times.,.good,positive
22121,c8ecb947ba,is feeling waaay too cruisey and relaxed for a Monday evening...  oh wait..  that`s just wine before dinner...,is feeling waaay too cruisey and relaxed fo,positive
22126,f0265656e5," Ok, im not really that far yet  On the 2nd part of 4. Wish she did them earlier though, like mid day so I could be involved",. Wish,positive
22129,6c8858fae4,going to get waterguns from tesco today   haha.   its sunny.,going to get waterguns from tesco today   haha.   its sunny,neutral
22146,58459103a5, may I please have a couple promo codes to your EA apps? Thanks so much!,? Thanks,positive
22149,55361f5be7,can`t stop playing Fallout 3!  This game is addictive like crack!!  It`s bad when you dream that your repairing guns in your sleep,s bad,negative
22161,f10e631e2d,mmm much better day... so far! it`s still quite early. last day of #uds,much better day..,positive
22166,5eb0ddc2c8, Bummer I know   LOL  I actually do more partying when i am in school then out of school..I think it somehow helps me..hahaha!,ol..I think it somehow help,positive
22170,133e78e31d, Agfest? it was pretty awesome.. loads of people were there lol,pretty awesome.,positive
22177,7b474abf9e," Hehe you`re right, I`m not daft  May is a good month to be on a French contract!",d month,positive
22185,c899c9553f,"   Is it me (my machine)? or... Vids freeze up, halt whole blip stream  ? http://blip.fm/~79l0q","Is it me (my machine)? or... Vids freeze up, halt whole blip stream  ? http://blip.fm/~79l0",neutral
22205,162be2269a,Also...     #travel #backpacking hope you enjoy our pics & videos,you enj,positive
22210,7096e797f5,  16 too   crazy about miley and JB and in love with Nick Jonas haha,in lo,positive
22231,d84f999aec,_KittyKat  so now im bored..untill i go out,im bored.,negative
22233,597d9a788e, I just got my JAGK shirt in the mail! Omg I love it!!!  see you saturday!!,g I love it!,positive
22234,657cdeb6b1,   someone is ignoring me  & being mean..,is ignorin,negative
22244,be4471fd42," I know told you, and it tells you last tweets and all.  Just can`t get it to play music.  Have it set, but it won`t play","I know told you, and it tells you last tweets and all.  Just can`t get it to play music.  Have it set, but it won`t pla",neutral
22246,45c727ef30,  I`m sorry to hear that. Here is my optimist: Things will get better. For all of us.,m sorry,negative
22251,7278b952c3," I think that`s pretty awesome. I could quote LOTR:ROTK for one summer, but now I can`t anymore.",s pretty awesome.,positive
22272,53cfb970e6,"Oh and PS. Since it is already 12:30, I should probably say 'Happy Mother`s Day' to my Mom and all the mothers out there!",Happy,positive
22280,d635eff196,  i just saw your performance on the ellen show. we`re so behind in australia  you were AMAZING and have such a wonderful voice!,ere AMAZIN,positive
22299,5aa5003df5, god I need to revise today! I`m so lazy,o lazy,negative
22303,352e2cdec2,work   Yay!,Yay,positive
22317,ca6599a1c0, not my groom!  think i`ll die an old maid! lol,l die,negative
22321,a6aada51a6," trying to have a baby, don`t want my soda addiction to be a problem, so i quit  still sad and craving it though",l sad,negative
22327,c42c567e54, Ahhh...can`t do this one....will be in las Vegas that weekend  #noctweetup,Ahhh...can`t do this one.,negative
22350,6d9130c1a7, just tried DMing you but it tried to download some strange file so stopped!  How come no gmail MaccyM?  Missing you  SADS!!,?  Missing you  SADS,negative
22354,1efad1b003,playing my new ds lite!    Love it!,Love it,positive
22355,d237b12c6a,"I am sad... Tanner wasn`t invited to the Panthers development camp this year  Poor (other) Glassers. But Calla was, so good on him.",sad..,negative
22363,7ca644d9a8,_LOCA thank you babe  What are you doin this evening?,thank you ba,positive
22365,5a1ea7ace5, _Yogini _My_Soles  i am sooo jealous  in a good way of course.  LC is awesome.,is aweso,positive
22374,97f5446019," But it is our reality  , we must survive. What doesn`t kills, makes stronger. PA`LANTE LORE !","But it is our reality  , we must survive. What doesn`t kills, makes stronger",positive
22378,84c5466055,Feels all kinds of not so well right now,not so well ri,negative
22383,c62e1ba8ca,Tonight @ 10 on The Northland`s NewsCenter we kick off a week long look at Great Summer Getaways in the Northland! Don`t miss it!,Great Summer Ge,positive
22387,41cff9bd12,  on your ani?  sorry,?  sorr,negative
22391,01e1f59fac,cant believe i stay out this late!.....waking up for work in T-minus 4hours,late!.,negative
22393,80bae565bd,  I do the same thing to anybody covering dave... haha... we don`t like people messing with perfect music.,e don`t like,negative
22395,0928a976bc, no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lol,no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lo,neutral
22403,6d33d3e007," Okay, no more driving.  I know... I know... you are correct to say that.",. you are correct to say that.,positive
22406,0ffb510d8e, You`re welcome Tila!! I love you!! Wish I could have heard it,I love you!,positive
22423,8e047e2788,  said that  mentioned bears!  have fun!! P.S bears like Peanut Butter,rs!  have fun,positive
22428,eebd5237de, I`m with you...been up till 5-6 for the last few nights...,I`m with you.,positive
22437,cbc5f36800, Never been to the USA before  It would be great to the cruise/tour next year. Whatever it is its gonna be a blast,e great,positive
22444,328b1a5e33,watched the Bones finale last night in the UK & it rocked!! oh how much I missed Zack!!!   is so freakin` awesome <3,` awesome,positive
22451,a3b9e897cb, Cool!!! No wonder you didn`t sleep much,Cool!,positive
22453,5bcdb4b5ea," I`m not sure.  Btw, YAY FOR WICKED TICKETS! That`s awesome! When are you going?",! That`s awesome,positive
22480,87e7c38d7c,  What`s wrong with her?,s wrong,negative
22491,3ab12ae6a0,playing with  on a cool new website... hopefully ready very soon,playing with  on a cool new website.,positive
22510,842059af9e, I think I might get some of that today.  My throat is killing me! It feels like it`s in my lungs,s killing,negative
22527,0fab20efdf, aw.  I`m glad you do. Where would we be with out one?,aw.  I`m glad you do,positive
22530,093d8392dd, Yay! I too had some joy in that department,e joy,positive
22536,175ba4ef80,   I`m a Metsies fan also! Boo Hoo,ies fan also! Boo Ho,positive
22554,e8fa64dd65,so during that whole whole addiction talk with my brother and that lady....i broke down and couldnt help but cry,i broke down,negative
22561,1dc2c32163,There is something wrong with me! I`m so tired I can barely keep my eyes open. Yet all I`ve done for the last 3hrs is toss & turn in bed,something wrong wi,negative
22562,c6dc225377, it is sooo hard.... truck and fish please,hard.,negative
22564,492306caf1,Bummer... I missed Taylor Swift on the Today show!  Those were my only plans for the day!!!,Bummer..,negative
22571,b0149e3848," Still waiting for a email  from MAX. So i consider no news, bad news.",", bad",negative
22588,eae9c20c8d,    #followfriday thank you so much. I`m so behind. Still at about half of what I had.,day thank you so mu,positive
22593,cc9bbb431f," omgggggggggg, cant belive it! what had happened to it friend? do you know where did you missed it? thats not nice!!",not nice!,negative
22606,f42223e975,"just missing you&hoping to talk to you soon..I`m so happy you`re mine again, though  You have no idea..<3","I`m so happy you`re mine again,",positive
22607,83d889f3b2, Here I`m staying up with you and you`re not talking to me.   hehe,Here I`m staying up with you and you`re not talking to me.   heh,neutral
22610,194a17d89e,  want somebody to hold me Alma! tear tear,! tear,negative
22611,47a29253a9,...normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.,normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.,neutral
22642,f9642f01f4,"colds nearly gone, yayness!! greys anatomy on tonight . . . . . .double yay!",double yay!,positive
22666,55d36207cf,#BGT  Piers shouldn`t have buzzed when the little girls were singing,s shouldn`t have buzzed,negative
22684,61d5b309ae,  thanks!,thanks,positive
22717,ce8c23ca6f,  what I said!    I`ll have to think about it and try again!,what I said!    I`ll have to think about it and try aga,neutral
22729,76d71fc029,$4 lonestar pitchers at  ?  If only I wasn`t still recovering from last weekend`s bout of irresponsible gluten consumption,f irresponsible,negative
22738,2d0a3b4337, *hugs hugs hugs* I`m glad you`re feeling better.,* I`m glad,positive
22744,5db481fee6, lol.well.hope you find someone to give you a massage  wish i could but i`m half a world away lol,.hope,positive
22745,60d5654a72,whopee TGIF   that was more fun when i had a job,as more fun,positive
22763,56114801d1,i want candy!!!,i want candy!!,neutral
22768,b31a0ce70d," --sorry for running over uncle Terry, but he just wasn`t living up to his potential. expecting more from his next return.",-sorry,negative
22769,d76baf7844,dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can`t watch and code,dammit! hu,negative
22770,b7fb8427b5,Flypside - When it was good..i must creat my presentation in english  by guys ?,good..,positive
22774,9b1d66984a," I`m sowwy.   It sucks, I know, I`ve been there. Yay for half days though!",It suck,negative
22789,e5115444f7,Man with a great sense of humour... Venky Pachad?,Man with a great sense of humour..,positive
22796,99d9555ffd, 'Thank god you didn`t go **** until after you had me...','Thank god you didn`t go **** until after you had me...,neutral
22800,3223cac096,ans so the lion.......kicked the dogs ****!!!!,kicked,negative
22836,2a7f64f806," Well, yeah. But my mom doesn`t wanna drive all the way to Sac if we were that far away.","Well, yeah. But my mom doesn`t wanna drive all the way to Sac if we were that far awa",neutral
22841,3ad2079097,Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it`s not looking good,it`s not looking good,negative
22843,cd8deca773,Walmart opening its first store in Amritsar tomorrow (of all places)...the horror..hoping its limited to wholesale,hoping it,positive
22858,2823b638c9,"just got to kansas city and excited for a fun weekend with my family, my sis, parker and josh",excited for a fun weekend wi,positive
22864,0e0ea93f6e,"   well, I couldn`t get a real clear shot, but I`ve got the best I could...silly people walking through the admitting of the ER...",he bes,positive
22886,e90c376130," I`M A JUMP OFF A BRIDGE... NOT REALLY, BUT I WANT TO VOTE  TELL THEM TO FIX IT, JUST 2 MORE DAYS YOU NEED TO WIN",S YOU NEED TO WIN,positive
22889,673f96af02, LOL yeah  I forgot about your TweetDeck statuses! So funny,o funny,positive
22897,01cb29e586, aw  were sad you had to leave tokyo. come back.please,e sad,negative
22925,e916c7a279,I`m an incredibly happy person with 100% energy. Love to dance & laugh...the only thing that I know.I`m one of the most down to earth ppl,I`m an incredibly happy person with 100% energy. Love to dance & laugh...t,positive
22928,3c68f6963c," lol,  on blip.fm is not the  on twitter! i hate that song btw",r! i hate that son,negative
22938,0dee7266b1, haha..yeah..10th of May..lol..im greeting in advance! haha,.im greeting in advance! haha,positive
22944,f30f137d20,@ Sly party enjoying life  partying tonight.....maybe?,enjoying life  partying tonight.,positive
22945,683e701314," I`ve had  for a while now, just in case. And yeah, I start work there again tomorrow. Very excited",y excited,positive
22948,975d0afe6a, no.  and she was suggesting it for loan deferment,s suggesting,positive
22950,e3a67f4c54, I told u I tried but 88 said it was 2 late  cause the girl I was with took 4ever 2 get ready. they wanted to meet up by 11.,d it was 2 late,negative
22956,318bc9bbe0, hehe  now im smiling... but u still gotta make it up to me,m smiling,positive
22983,8adbbd33e9,"http://twitpic.com/4wsxi   F3 w (demo) aero wheels. Louder, but they cut like a knife. U will hear me coming, passing on your left",") aero wheels. Louder, but they cut like a knife. U will hear me coming, passing on your left",neutral
22986,949621ba7a,Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!,SUCKS!!,negative
22988,b3892be1a7, thanks so much for that!  i will most definitely pass that along to my amazing mother...,y amazing mother.,positive
22993,9913926a6f, it didnt  - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec,s beautiful,positive
22994,0b1cda0a8a,feel like ****.....and will continue to for as long as it takes,****..,negative
22997,7c70e19e11,"so bored at work, its ridiculous, and my Saturday is going to suck with class in the morning","its ridiculous, and my Saturday is going to suck wi",negative
23028,cc718e4767,I think you are super cute...,cute..,positive
23030,1693bb37e4,I don`t know how to quit you-brokeback mountain,I don`t know how to quit you-b,negative
23039,136ccb49bf, nope  i`m bored and hungry.,m bored,negative
23047,0bb6ecf377,_morley LOL I love your kids,I love yo,positive
23070,b8f35742f2," hey, no we were second, kind sad, but it`s ok   guitar, guitar, guitar  BBQ and good time  what about you>?","hey, no we were second, kind sad, but it`s ok   guitar, guitar, guitar  BBQ and good time  what about you",neutral
23081,7c1f28b126,  yer it is...poor little ****  but she well doesnt deserve the stick off everyone! cowell once again going against producer,ll doesnt deserv,negative
23091,ff6047d0ad,grinning like a Cheshire cat.... ....happy as hell. they made my day  ??,happy,positive
23097,fc864585ca,  OMG Ur alive!!! LOL  2day has gone sooo slow  I`m going insane Grrr You doing anything tonight?,OMG Ur alive!!! LOL  2day has gone sooo slow  I`m going insane Grr,neutral
23105,0414afb09b,  boo. I used to live in upland... Have funnnn,e funnnn,positive
23108,514fe4cf17, Knight...sweet dreams.,.sweet dreams.,positive
23111,24eeede493,Just got my marks...  BCIT is the death of me I swear!,e death of me I swear!,negative
23113,fb4dc7bf50,Dang baby i love you ma,love yo,positive
23133,e44048aceb," Hi Susan, read your blog.  It`s really good.  I look forward for the tweet updates",y good,positive
23145,58e24db41d,  they closed the voting...all u can vote for now is best movie  Hope you win it! My 4 y/o Daughter lovesss 2 sing 'The Climb',er lovess,positive
23150,1955cb4238,Why is it that America celebrates mother`s day on a different day to England? Anyhooo...Happy Mother`s Day 2 All American Mumzys!  x,Happy Mother`s Day,positive
23161,eb8fa26e76,I`m so lost without my laptop. And no break again for me today. Made even worse that the 2 big bosses of skipton showed up today,Made even worse th,negative
23172,f9471f1c8d,"Being involved in requirements and architecture is nice and all, but now I`m looking forward to writing some code!",architecture is nice an,positive
23176,c59b23d306," Uh, yeah.  Totally.  But then again, I am in real life too, sooooo....","Uh, yeah.  Totally.  But then again, I am in real life too, soooo",neutral
23199,aa23a0ed45,"  Greetings Joan:  Just wanted to say I STILL MISS waking up to your pleasant personality & face in the a.m.    Hugs, Angel",ay I STILL MISS waking up to your pleasant personalit,positive
23200,4d3e8d0978, i did that but my INS wouldn`t pay for the therapy  so now i dk what to do!!,w i dk what to do,negative
23202,f3e3a17d75, yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can`t no mo,o torture,negative
23204,89fbc71b73, Itsurely will dear . in posted a presentation on Swine flu yest and it got 500 downloads in just a day!!i feels great,!i feels great,positive
23205,a25d4ade87,"is in class, trying to listen but I really like twitter, facebook, .& myspace  oh yeaaah .& I`m hungry!",I really like tw,positive
23211,bab27bd635, Hey twit! Just watched poor Holly on Britains Got Talent  poor thing!! People are so mean - she only a 10 year old little girl!,!! People are so mean,negative
23212,fadfdf0405," YAY!!!!   I have Mark issues, too...you`ll find I have A LOT of issues.   lmao",of issue,negative
23214,481cc9852a,Theres a spider above my bed  calming my fears by listening to greeeeen day<3,Theres a spider above my bed  calming my fears by listening to greeeeen day<,positive
23226,73c63767ce,"  Either way, that`s unfortunate to hear  Thanks you both for the head`s up.",", that`s unfortunate to hear  Thanks you both for the head`s",neutral
23227,1d2f3cc141, Unless that invite comes with a beta key I`m not going to be much help...,y I`m not going to be much help...,negative
23231,05ab380c70,I dnt get to go play lasertag w/ my besties!     *old me`s dead and gone*,*old me`s dead and gon,negative
23236,ea321b4877,"That poor girl on britains got talent, god love her  forgot the words and cried  but gets a second chance to perform again : ]",t gets a second chance to perform again,positive
23239,1434b25cb5,just woke up...dont want to go into work at 4,dont want to go into work,negative
23263,3b87f94f02,"Hey David! Gone on the Eye yet? It`s my birthday, and you singing @ Ipswitch-best present ever! Have fun breakfast hunting!",best present ever! Have fun breakfast hunting!,positive
23264,962887779b,"rblpn   , You know, I could listen to every version of War Pigs ever recorded  ? http://blip.fm/~5z10d","rblpn   , You know, I could listen to every version of War Pigs ever recorded  ? http://blip.fm/~5z10",neutral
23265,d6b4aa81ee," from your fevered imagination, my son","r fevered imagination,",negative
23266,4101fad169,Home from a day of pampering with mom & dinner with family. Am currently snuggied up on the couch with a glass of wine & a new book. Ahhh,pampering wi,positive
23269,0ca5e24eb3,"   Does she like it, or does she roll her eyes?  Now I`m curious as hell!  Good singing is a real treat as far am I`m concerned!",s?  Now I`m curious as hel,positive
23290,99d3eef928, I have no Minstrels   I might have to grab some from the petrol station before I head back to work.  They are delicious!,are delicio,positive
23311,e669acee39, Hello my friend...you found me on GBW? How are you doing? Glad to see you twitter but I have to learn German,? Glad,positive
23315,e07027a7cc,mhmm idk i thought of just showing up and freaking ppl out hehe...but yeah i TOTALLY understand if it is just for u guys  VN sounds cool!!,N sounds cool!!,positive
23320,d89eecd45d, awwwww snaaaap Jimmaaayy.  You are the man with hookups.  Too bad I`m so far away!!,.  Too bad,negative
23323,cbcaeb8abc, I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def,e crazy,negative
23336,427172cda4, ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching & messing with bad system.,Sometimes I miss teaching & messing with bad system,negative
23340,8a0cd1dda6," I`m sorry, but x-men sucks... in a bad way!  ;p",sucks.,negative
23352,d237ef7b62,Star Warz day? Really..that is a hot topic? Man..oh man.. I`m just waiting for Star Trek!,.oh man..,negative
23361,380a4cb55c,"  sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese & beer","sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese & bee",neutral
23372,7f72544581,"Graduation tonight  I`m gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys",.I love you guys,positive
23375,69c0b0323e, wow that is a great list... Now i need to shop,wow that is a great list.,positive
23376,eaa3f59294, LOL - Birmingham was my 1st love... but it`s time to move on! ;) Good Morning,Birmingham was my 1st love.,positive
23381,7d7ff27958, because I couldn`t get the money to mikey in time.  trust me. It makes me sad too.,e sad,negative
23386,696ad06f3c, http://bit.ly/Msize  There you go dear  I love her Janelle,I lov,positive
23390,fd72aff4ba,  awwww i have no internet right now....  -drummer boi,w i have no internet right now,negative
23401,afe22c972a,  FTR I <3 U and miss U on the team already,d miss U,negative
23415,0dac65e546," arnold, california.  aka the best place ever...wish you could come with!!!",a the best place ever,positive
23418,b1b7d7ccb8, Having an awesome day? You should... I expect as much out of you  #awesomeupdater,u  #awesomeupdater,positive
23428,ef049838ed,Kinda may have chickened out...,Kinda may have chickened out..,negative
23429,8cc9fcd1de,#snl...you`ve gotten better  keep it up,you`ve gotten better,positive
23453,887ad215a3,my stomach feels like it`s touching the ground..i`m SO full,i`m SO full,negative
23467,2f55f93532," Yes, we will! We should maybe do it in a DM though so we don`t annoy our followers. Thought of that too late.    Good night!",so we don`t annoy our followers. Thought of that too late.    Good nigh,positive
23479,331cb6a72c, Good Luck.. mine 3rd day today !,Good Luck.,positive
23505,19e66b7b96,"Going out to down town with a friend, long time haven`t seen him...OKOK.. i am feeling fresh again",OKOK.. i am feeling fresh again,positive
23507,30c1729a6f," aha i bet they are cute,should we wear our nu **at  the same time so  i cn show you mine,u cn show me yours","cute,",positive
23508,897926a787, I don`t think they sale Ciroc where I stay..****..thats just my luck,.****.,negative
23527,debbd12acd, I hear you   Any time earlier than 11am is just mean!,st mea,negative
23528,ea00ceb956,"Ok, I`m going outside...wish i was playing basketball  oh well...",.wish,positive
23535,294ac30b99,Whew! I literally shopped till I dropped....and sprained my ankle.  Ugh...do you see the sacrifices I make for you??,Ugh.,negative
